Symbol,Base Asset,Quote Asset,Status
PONDUSDT,POND,USDT,TRADING
DEGOBTC,DEGO,BTC,BREAK
DEGOBUSD,DEGO,BUSD,BREAK
DEGOUSDT,DEGO,USDT,TRADING
AVAXEUR,AVAX,EUR,TRADING
BTTTRY,BTT,TRY,BREAK
CHZBRL,CHZ,BRL,BREAK
UNIEUR,UNI,EUR,BREAK
ALICEBTC,ALICE,BTC,TRADING
ALICEBUSD,ALICE,BUSD,BREAK
ALICEUSDT,ALICE,USDT,TRADING
CHZBUSD,CHZ,BUSD,BREAK
CHZEUR,CHZ,EUR,BREAK
CHZGBP,CHZ,GBP,BREAK
BIFIBNB,BIFI,BNB,BREAK
BIFIBUSD,BIFI,BUSD,BREAK
LINABTC,LINA,BTC,BREAK
LINABUSD,LINA,BUSD,BREAK
LINAUSDT,LINA,USDT,TRADING
ADARUB,ADA,RUB,BREAK
ENJBRL,ENJ,BRL,BREAK
ENJEUR,ENJ,EUR,BREAK
MATICEUR,MATIC,EUR,BREAK
NEOTRY,NEO,TRY,TRADING
PERPBTC,PERP,BTC,TRADING
PERPBUSD,PERP,BUSD,BREAK
PERPUSDT,PERP,USDT,TRADING
RAMPBTC,RAMP,BTC,BREAK
RAMPBUSD,RAMP,BUSD,BREAK
RAMPUSDT,RAMP,USDT,BREAK
SUPERBTC,SUPER,BTC,TRADING
SUPERBUSD,SUPER,BUSD,BREAK
SUPERUSDT,SUPER,USDT,TRADING
CFXBTC,CFX,BTC,TRADING
CFXBUSD,CFX,BUSD,BREAK
CFXUSDT,CFX,USDT,TRADING
ENJGBP,ENJ,GBP,BREAK
EOSTRY,EOS,TRY,TRADING
LTCGBP,LTC,GBP,BREAK
LUNAEUR,LUNA,EUR,BREAK
RVNTRY,RVN,TRY,TRADING
THETAEUR,THETA,EUR,BREAK
XVGBUSD,XVG,BUSD,BREAK
EPSBTC,EPS,BTC,BREAK
EPSBUSD,EPS,BUSD,BREAK
EPSUSDT,EPS,USDT,BREAK
AUTOBTC,AUTO,BTC,BREAK
AUTOBUSD,AUTO,BUSD,BREAK
AUTOUSDT,AUTO,USDT,BREAK
TKOBTC,TKO,BTC,TRADING
TKOBIDR,TKO,BIDR,BREAK
TKOBUSD,TKO,BUSD,BREAK
TKOUSDT,TKO,USDT,TRADING
PUNDIXETH,PUNDIX,ETH,BREAK
PUNDIXUSDT,PUNDIX,USDT,TRADING
BTTBRL,BTT,BRL,BREAK
BTTEUR,BTT,EUR,BREAK
HOTEUR,HOT,EUR,BREAK
WINEUR,WIN,EUR,TRADING
TLMBTC,TLM,BTC,TRADING
TLMBUSD,TLM,BUSD,BREAK
TLMUSDT,TLM,USDT,TRADING
1INCHUPUSDT,1INCHUP,USDT,BREAK
1INCHDOWNUSDT,1INCHDOWN,USDT,BREAK
BTGBUSD,BTG,BUSD,BREAK
BTGUSDT,BTG,USDT,BREAK
HOTBUSD,HOT,BUSD,BREAK
BNBUAH,BNB,UAH,TRADING
ONTTRY,ONT,TRY,TRADING
VETEUR,VET,EUR,TRADING
VETGBP,VET,GBP,BREAK
WINBRL,WIN,BRL,BREAK
MIRBTC,MIR,BTC,BREAK
MIRBUSD,MIR,BUSD,BREAK
MIRUSDT,MIR,USDT,BREAK
BARBTC,BAR,BTC,BREAK
BARBUSD,BAR,BUSD,BREAK
BARUSDT,BAR,USDT,TRADING
FORTHBTC,FORTH,BTC,TRADING
FORTHBUSD,FORTH,BUSD,BREAK
FORTHUSDT,FORTH,USDT,TRADING
CAKEGBP,CAKE,GBP,BREAK
DOGERUB,DOGE,RUB,BREAK
HOTBRL,HOT,BRL,BREAK
WRXEUR,WRX,EUR,BREAK
EZBTC,EZ,BTC,BREAK
EZETH,EZ,ETH,BREAK
BAKEUSDT,BAKE,USDT,TRADING
BURGERBUSD,BURGER,BUSD,BREAK
BURGERUSDT,BURGER,USDT,TRADING
SLPBUSD,SLP,BUSD,BREAK
SLPUSDT,SLP,USDT,TRADING
TRXAUD,TRX,AUD,BREAK
TRXEUR,TRX,EUR,TRADING
VETTRY,VET,TRY,TRADING
SHIBUSDT,SHIB,USDT,TRADING
SHIBBUSD,SHIB,BUSD,BREAK
ICPBTC,ICP,BTC,TRADING
ICPBNB,ICP,BNB,BREAK
ICPBUSD,ICP,BUSD,BREAK
ICPUSDT,ICP,USDT,TRADING
SHIBEUR,SHIB,EUR,TRADING
SHIBRUB,SHIB,RUB,BREAK
ETCEUR,ETC,EUR,BREAK
ETCBRL,ETC,BRL,BREAK
DOGEBIDR,DOGE,BIDR,BREAK
ARBTC,AR,BTC,TRADING
ARBNB,AR,BNB,BREAK
ARBUSD,AR,BUSD,BREAK
ARUSDT,AR,USDT,TRADING
POLSBTC,POLS,BTC,BREAK
POLSBNB,POLS,BNB,BREAK
POLSBUSD,POLS,BUSD,BREAK
POLSUSDT,POLS,USDT,BREAK
MDXBTC,MDX,BTC,BREAK
MDXBNB,MDX,BNB,BREAK
MDXBUSD,MDX,BUSD,BREAK
MDXUSDT,MDX,USDT,BREAK
MASKBNB,MASK,BNB,TRADING
MASKBUSD,MASK,BUSD,BREAK
MASKUSDT,MASK,USDT,TRADING
LPTBTC,LPT,BTC,TRADING
LPTBNB,LPT,BNB,TRADING
LPTBUSD,LPT,BUSD,BREAK
LPTUSDT,LPT,USDT,TRADING
ETHUAH,ETH,UAH,TRADING
MATICBRL,MATIC,BRL,BREAK
SOLEUR,SOL,EUR,TRADING
SHIBBRL,SHIB,BRL,TRADING
AGIXBTC,AGIX,BTC,BREAK
ICPEUR,ICP,EUR,TRADING
MATICGBP,MATIC,GBP,BREAK
SHIBTRY,SHIB,TRY,TRADING
MATICBIDR,MATIC,BIDR,BREAK
MATICRUB,MATIC,RUB,BREAK
NUBTC,NU,BTC,BREAK
NUBNB,NU,BNB,BREAK
NUBUSD,NU,BUSD,BREAK
NUUSDT,NU,USDT,BREAK
XVGUSDT,XVG,USDT,TRADING
RLCBUSD,RLC,BUSD,BREAK
CELRBUSD,CELR,BUSD,BREAK
ATMBUSD,ATM,BUSD,BREAK
ZENBUSD,ZEN,BUSD,BREAK
FTMBUSD,FTM,BUSD,BREAK
THETABUSD,THETA,BUSD,BREAK
WINBUSD,WIN,BUSD,BREAK
KAVABUSD,KAVA,BUSD,BREAK
XEMBUSD,XEM,BUSD,BREAK
ATABTC,ATA,BTC,TRADING
ATABNB,ATA,BNB,BREAK
ATABUSD,ATA,BUSD,BREAK
ATAUSDT,ATA,USDT,TRADING
GTCBTC,GTC,BTC,TRADING
GTCBNB,GTC,BNB,BREAK
GTCBUSD,GTC,BUSD,BREAK
GTCUSDT,GTC,USDT,TRADING
TORNBTC,TORN,BTC,BREAK
TORNBNB,TORN,BNB,BREAK
TORNBUSD,TORN,BUSD,BREAK
TORNUSDT,TORN,USDT,BREAK
MATICTRY,MATIC,TRY,BREAK
ETCGBP,ETC,GBP,BREAK
SOLGBP,SOL,GBP,BREAK
BAKEBTC,BAKE,BTC,TRADING
COTIBUSD,COTI,BUSD,BREAK
KEEPBTC,KEEP,BTC,BREAK
KEEPBNB,KEEP,BNB,BREAK
KEEPBUSD,KEEP,BUSD,BREAK
KEEPUSDT,KEEP,USDT,BREAK
SOLTRY,SOL,TRY,TRADING
RUNEGBP,RUNE,GBP,BREAK
SOLBRL,SOL,BRL,TRADING
SCBUSD,SC,BUSD,BREAK
CHRBUSD,CHR,BUSD,BREAK
STMXBUSD,STMX,BUSD,BREAK
HNTBUSD,HNT,BUSD,BREAK
FTTBUSD,FTT,BUSD,BREAK
DOCKBUSD,DOCK,BUSD,BREAK
ADABIDR,ADA,BIDR,BREAK
ERNBNB,ERN,BNB,BREAK
ERNBUSD,ERN,BUSD,BREAK
ERNUSDT,ERN,USDT,TRADING
KLAYBTC,KLAY,BTC,BREAK
KLAYBNB,KLAY,BNB,BREAK
KLAYBUSD,KLAY,BUSD,BREAK
KLAYUSDT,KLAY,USDT,BREAK
RUNEEUR,RUNE,EUR,BREAK
MATICAUD,MATIC,AUD,BREAK
DOTRUB,DOT,RUB,BREAK
UTKBUSD,UTK,BUSD,BREAK
IOTXBUSD,IOTX,BUSD,BREAK
PHAUSDT,PHA,USDT,TRADING
SOLRUB,SOL,RUB,BREAK
RUNEAUD,RUNE,AUD,BREAK
BUSDUAH,BUSD,UAH,BREAK
BONDBTC,BOND,BTC,BREAK
BONDBNB,BOND,BNB,BREAK
BONDBUSD,BOND,BUSD,BREAK
BONDUSDT,BOND,USDT,BREAK
MLNBTC,MLN,BTC,TRADING
MLNBNB,MLN,BNB,BREAK
MLNBUSD,MLN,BUSD,BREAK
MLNUSDT,MLN,USDT,TRADING
GRTTRY,GRT,TRY,TRADING
CAKEBRL,CAKE,BRL,BREAK
ICPRUB,ICP,RUB,BREAK
DOTAUD,DOT,AUD,BREAK
AAVEBRL,AAVE,BRL,BREAK
EOSAUD,EOS,AUD,BREAK
DEXEUSDT,DEXE,USDT,TRADING
LTOBUSD,LTO,BUSD,BREAK
ADXBUSD,ADX,BUSD,BREAK
QUICKBTC,QUICK,BTC,BREAK
QUICKBNB,QUICK,BNB,BREAK
QUICKBUSD,QUICK,BUSD,BREAK
C98USDT,C98,USDT,TRADING
C98BUSD,C98,BUSD,BREAK
C98BNB,C98,BNB,BREAK
C98BTC,C98,BTC,TRADING
CLVBTC,CLV,BTC,TRADING
CLVBNB,CLV,BNB,BREAK
CLVBUSD,CLV,BUSD,BREAK
CLVUSDT,CLV,USDT,TRADING
QNTBTC,QNT,BTC,TRADING
QNTBNB,QNT,BNB,BREAK
QNTBUSD,QNT,BUSD,BREAK
QNTUSDT,QNT,USDT,TRADING
FLOWBTC,FLOW,BTC,TRADING
FLOWBNB,FLOW,BNB,BREAK
FLOWBUSD,FLOW,BUSD,BREAK
FLOWUSDT,FLOW,USDT,TRADING
XECBUSD,XEC,BUSD,BREAK
AXSBRL,AXS,BRL,BREAK
AXSAUD,AXS,AUD,BREAK
TVKUSDT,TVK,USDT,BREAK
MINABTC,MINA,BTC,TRADING
MINABNB,MINA,BNB,BREAK
MINABUSD,MINA,BUSD,BREAK
MINAUSDT,MINA,USDT,TRADING
RAYBNB,RAY,BNB,TRADING
RAYBUSD,RAY,BUSD,BREAK
RAYUSDT,RAY,USDT,TRADING
FARMBTC,FARM,BTC,BREAK
FARMBNB,FARM,BNB,BREAK
FARMBUSD,FARM,BUSD,BREAK
FARMUSDT,FARM,USDT,TRADING
ALPACABTC,ALPACA,BTC,BREAK
ALPACABNB,ALPACA,BNB,BREAK
ALPACABUSD,ALPACA,BUSD,BREAK
ALPACAUSDT,ALPACA,USDT,TRADING
TLMTRY,TLM,TRY,TRADING
QUICKUSDT,QUICK,USDT,TRADING
ORNBUSD,ORN,BUSD,BREAK
MBOXBTC,MBOX,BTC,TRADING
MBOXBNB,MBOX,BNB,BREAK
MBOXBUSD,MBOX,BUSD,BREAK
MBOXUSDT,MBOX,USDT,TRADING
VGXBTC,VGX,BTC,BREAK
VGXETH,VGX,ETH,BREAK
FORUSDT,FOR,USDT,BREAK
REQUSDT,REQ,USDT,TRADING
GHSTUSDT,GHST,USDT,TRADING
TRURUB,TRU,RUB,BREAK
FISBRL,FIS,BRL,BREAK
WAXPUSDT,WAXP,USDT,TRADING
WAXPBUSD,WAXP,BUSD,BREAK
WAXPBNB,WAXP,BNB,BREAK
WAXPBTC,WAXP,BTC,TRADING
TRIBEBTC,TRIBE,BTC,BREAK
TRIBEBNB,TRIBE,BNB,BREAK
TRIBEBUSD,TRIBE,BUSD,BREAK
TRIBEUSDT,TRIBE,USDT,BREAK
GNOUSDT,GNO,USDT,TRADING
GNOBUSD,GNO,BUSD,BREAK
GNOBNB,GNO,BNB,BREAK
GNOBTC,GNO,BTC,BREAK
ARPATRY,ARPA,TRY,TRADING
PROMBTC,PROM,BTC,BREAK
MTLBUSD,MTL,BUSD,BREAK
OGNBUSD,OGN,BUSD,BREAK
XECUSDT,XEC,USDT,TRADING
C98BRL,C98,BRL,BREAK
SOLAUD,SOL,AUD,BREAK
XRPBIDR,XRP,BIDR,BREAK
POLYBUSD,POLY,BUSD,BREAK
ELFUSDT,ELF,USDT,TRADING
DYDXUSDT,DYDX,USDT,TRADING
DYDXBUSD,DYDX,BUSD,BREAK
DYDXBNB,DYDX,BNB,BREAK
DYDXBTC,DYDX,BTC,TRADING
ELFBUSD,ELF,BUSD,BREAK
POLYUSDT,POLY,USDT,BREAK
IDEXUSDT,IDEX,USDT,TRADING
VIDTUSDT,VIDT,USDT,TRADING
SOLBIDR,SOL,BIDR,BREAK
BTCUSDP,BTC,USDP,BREAK
ETHUSDP,ETH,USDP,BREAK
BNBUSDP,BNB,USDP,BREAK
USDPBUSD,USDP,BUSD,BREAK
USDPUSDT,USDP,USDT,TRADING
GALAUSDT,GALA,USDT,TRADING
GALABUSD,GALA,BUSD,BREAK
GALABNB,GALA,BNB,TRADING
GALABTC,GALA,BTC,TRADING
FTMBIDR,FTM,BIDR,BREAK
ALGOBIDR,ALGO,BIDR,BREAK
CAKEAUD,CAKE,AUD,BREAK
KSMAUD,KSM,AUD,BREAK
WAVESRUB,WAVES,RUB,BREAK
SUNBUSD,SUN,BUSD,BREAK
ILVUSDT,ILV,USDT,TRADING
ILVBUSD,ILV,BUSD,BREAK
ILVBNB,ILV,BNB,BREAK
ILVBTC,ILV,BTC,TRADING
RENBUSD,REN,BUSD,BREAK
YGGUSDT,YGG,USDT,TRADING
YGGBUSD,YGG,BUSD,BREAK
YGGBNB,YGG,BNB,BREAK
YGGBTC,YGG,BTC,TRADING
STXBUSD,STX,BUSD,BREAK
SYSUSDT,SYS,USDT,TRADING
DFUSDT,DF,USDT,TRADING
SOLUSDC,SOL,USDC,TRADING
ARPARUB,ARPA,RUB,BREAK
LTCUAH,LTC,UAH,BREAK
FETBUSD,FET,BUSD,BREAK
ARPABUSD,ARPA,BUSD,BREAK
LSKBUSD,LSK,BUSD,BREAK
AVAXBIDR,AVAX,BIDR,BREAK
ALICEBIDR,ALICE,BIDR,BREAK
FIDAUSDT,FIDA,USDT,TRADING
FIDABUSD,FIDA,BUSD,BREAK
FIDABNB,FIDA,BNB,BREAK
FIDABTC,FIDA,BTC,TRADING
DENTBUSD,DENT,BUSD,BREAK
FRONTUSDT,FRONT,USDT,BREAK
CVPUSDT,CVP,USDT,BREAK
AGLDBTC,AGLD,BTC,TRADING
AGLDBNB,AGLD,BNB,BREAK
AGLDBUSD,AGLD,BUSD,BREAK
AGLDUSDT,AGLD,USDT,TRADING
RADBTC,RAD,BTC,TRADING
RADBNB,RAD,BNB,BREAK
RADBUSD,RAD,BUSD,BREAK
RADUSDT,RAD,USDT,TRADING
UNIAUD,UNI,AUD,BREAK
HIVEBUSD,HIVE,BUSD,BREAK
STPTBUSD,STPT,BUSD,BREAK
BETABTC,BETA,BTC,BREAK
BETABNB,BETA,BNB,BREAK
BETABUSD,BETA,BUSD,BREAK
BETAUSDT,BETA,USDT,TRADING
SHIBAUD,SHIB,AUD,BREAK
RAREBTC,RARE,BTC,TRADING
RAREBNB,RARE,BNB,BREAK
RAREBUSD,RARE,BUSD,BREAK
RAREUSDT,RARE,USDT,TRADING
AVAXBRL,AVAX,BRL,TRADING
AVAXAUD,AVAX,AUD,BREAK
LUNAAUD,LUNA,AUD,BREAK
TROYBUSD,TROY,BUSD,BREAK
AXSETH,AXS,ETH,TRADING
FTMETH,FTM,ETH,TRADING
SOLETH,SOL,ETH,TRADING
SSVBTC,SSV,BTC,TRADING
SSVETH,SSV,ETH,TRADING
LAZIOTRY,LAZIO,TRY,TRADING
LAZIOEUR,LAZIO,EUR,BREAK
LAZIOBTC,LAZIO,BTC,BREAK
LAZIOUSDT,LAZIO,USDT,TRADING
CHESSBTC,CHESS,BTC,BREAK
CHESSBNB,CHESS,BNB,BREAK
CHESSBUSD,CHESS,BUSD,BREAK
CHESSUSDT,CHESS,USDT,TRADING
FTMAUD,FTM,AUD,BREAK
FTMBRL,FTM,BRL,BREAK
SCRTBUSD,SCRT,BUSD,BREAK
ADXUSDT,ADX,USDT,TRADING
AUCTIONUSDT,AUCTION,USDT,TRADING
CELOBUSD,CELO,BUSD,BREAK
FTMRUB,FTM,RUB,BREAK
NUAUD,NU,AUD,BREAK
NURUB,NU,RUB,BREAK
REEFTRY,REEF,TRY,BREAK
REEFBIDR,REEF,BIDR,BREAK
SHIBDOGE,SHIB,DOGE,TRADING
DARUSDT,DAR,USDT,TRADING
DARBUSD,DAR,BUSD,BREAK
DARBNB,DAR,BNB,BREAK
DARBTC,DAR,BTC,BREAK
BNXBTC,BNX,BTC,TRADING
BNXBNB,BNX,BNB,BREAK
BNXBUSD,BNX,BUSD,BREAK
BNXUSDT,BNX,USDT,TRADING
RGTUSDT,RGT,USDT,BREAK
RGTBTC,RGT,BTC,BREAK
RGTBUSD,RGT,BUSD,BREAK
RGTBNB,RGT,BNB,BREAK
LAZIOBUSD,LAZIO,BUSD,BREAK
OXTBUSD,OXT,BUSD,BREAK
MANATRY,MANA,TRY,TRADING
ALGORUB,ALGO,RUB,BREAK
SHIBUAH,SHIB,UAH,BREAK
LUNABIDR,LUNA,BIDR,BREAK
AUDUSDC,AUD,USDC,BREAK
MOVRBTC,MOVR,BTC,TRADING
MOVRBNB,MOVR,BNB,BREAK
MOVRBUSD,MOVR,BUSD,BREAK
MOVRUSDT,MOVR,USDT,TRADING
CITYBTC,CITY,BTC,BREAK
CITYBNB,CITY,BNB,BREAK
CITYBUSD,CITY,BUSD,BREAK
CITYUSDT,CITY,USDT,TRADING
ENSBTC,ENS,BTC,TRADING
ENSBNB,ENS,BNB,BREAK
ENSBUSD,ENS,BUSD,BREAK
ENSUSDT,ENS,USDT,TRADING
SANDETH,SAND,ETH,BREAK
DOTETH,DOT,ETH,TRADING
MATICETH,MATIC,ETH,BREAK
ANKRBUSD,ANKR,BUSD,BREAK
SANDTRY,SAND,TRY,TRADING
MANABRL,MANA,BRL,BREAK
KP3RUSDT,KP3R,USDT,BREAK
QIUSDT,QI,USDT,TRADING
QIBUSD,QI,BUSD,BREAK
QIBNB,QI,BNB,BREAK
QIBTC,QI,BTC,TRADING
PORTOBTC,PORTO,BTC,BREAK
PORTOUSDT,PORTO,USDT,TRADING
PORTOTRY,PORTO,TRY,TRADING
PORTOEUR,PORTO,EUR,BREAK
POWRUSDT,POWR,USDT,TRADING
POWRBUSD,POWR,BUSD,BREAK
AVAXETH,AVAX,ETH,TRADING
SLPTRY,SLP,TRY,TRADING
FISTRY,FIS,TRY,BREAK
LRCTRY,LRC,TRY,TRADING
CHRETH,CHR,ETH,BREAK
FISBIDR,FIS,BIDR,BREAK
VGXUSDT,VGX,USDT,BREAK
GALAETH,GALA,ETH,TRADING
JASMYUSDT,JASMY,USDT,TRADING
JASMYBUSD,JASMY,BUSD,BREAK
JASMYBNB,JASMY,BNB,BREAK
JASMYBTC,JASMY,BTC,BREAK
AMPBTC,AMP,BTC,BREAK
AMPBNB,AMP,BNB,BREAK
AMPBUSD,AMP,BUSD,BREAK
AMPUSDT,AMP,USDT,TRADING
PLABTC,PLA,BTC,BREAK
PLABNB,PLA,BNB,BREAK
PLABUSD,PLA,BUSD,BREAK
PLAUSDT,PLA,USDT,BREAK
PYRBTC,PYR,BTC,TRADING
PYRBUSD,PYR,BUSD,BREAK
PYRUSDT,PYR,USDT,TRADING
RNDRBTC,RNDR,BTC,BREAK
RNDRUSDT,RNDR,USDT,BREAK
RNDRBUSD,RNDR,BUSD,BREAK
ALCXBTC,ALCX,BTC,BREAK
ALCXBUSD,ALCX,BUSD,BREAK
ALCXUSDT,ALCX,USDT,TRADING
SANTOSBTC,SANTOS,BTC,TRADING
SANTOSUSDT,SANTOS,USDT,TRADING
SANTOSBRL,SANTOS,BRL,BREAK
SANTOSTRY,SANTOS,TRY,TRADING
MCBTC,MC,BTC,BREAK
MCBUSD,MC,BUSD,BREAK
MCUSDT,MC,USDT,BREAK
BELTRY,BEL,TRY,TRADING
COCOSBUSD,COCOS,BUSD,BREAK
DENTTRY,DENT,TRY,TRADING
ENJTRY,ENJ,TRY,TRADING
NEORUB,NEO,RUB,BREAK
SANDAUD,SAND,AUD,BREAK
SLPBIDR,SLP,BIDR,BREAK
ANYBTC,ANY,BTC,BREAK
ANYBUSD,ANY,BUSD,BREAK
ANYUSDT,ANY,USDT,BREAK
BICOBTC,BICO,BTC,TRADING
BICOBUSD,BICO,BUSD,BREAK
BICOUSDT,BICO,USDT,TRADING
FLUXBTC,FLUX,BTC,TRADING
FLUXBUSD,FLUX,BUSD,BREAK
FLUXUSDT,FLUX,USDT,TRADING
ALICETRY,ALICE,TRY,TRADING
FXSUSDT,FXS,USDT,TRADING
GALABRL,GALA,BRL,TRADING
GALATRY,GALA,TRY,TRADING
LUNATRY,LUNA,TRY,TRADING
REQBUSD,REQ,BUSD,BREAK
SANDBRL,SAND,BRL,BREAK
MANABIDR,MANA,BIDR,BREAK
SANDBIDR,SAND,BIDR,BREAK
VOXELBTC,VOXEL,BTC,BREAK
VOXELBNB,VOXEL,BNB,BREAK
VOXELBUSD,VOXEL,BUSD,BREAK
VOXELUSDT,VOXEL,USDT,TRADING
COSBUSD,COS,BUSD,BREAK
CTXCBUSD,CTXC,BUSD,BREAK
FTMTRY,FTM,TRY,TRADING
MANABNB,MANA,BNB,BREAK
MINATRY,MINA,TRY,TRADING
XTZTRY,XTZ,TRY,BREAK
HIGHBTC,HIGH,BTC,TRADING
HIGHBUSD,HIGH,BUSD,BREAK
HIGHUSDT,HIGH,USDT,TRADING
CVXBTC,CVX,BTC,BREAK
CVXBUSD,CVX,BUSD,BREAK
CVXUSDT,CVX,USDT,TRADING
PEOPLEBTC,PEOPLE,BTC,TRADING
PEOPLEBUSD,PEOPLE,BUSD,BREAK
PEOPLEUSDT,PEOPLE,USDT,TRADING
OOKIBUSD,OOKI,BUSD,BREAK
OOKIUSDT,OOKI,USDT,BREAK
COCOSTRY,COCOS,TRY,BREAK
GXSBNB,GXS,BNB,BREAK
LINKBNB,LINK,BNB,TRADING
LUNAETH,LUNA,ETH,BREAK
MDTBUSD,MDT,BUSD,BREAK
NULSBUSD,NULS,BUSD,BREAK
SPELLBTC,SPELL,BTC,BREAK
SPELLUSDT,SPELL,USDT,TRADING
SPELLBUSD,SPELL,BUSD,BREAK
USTBTC,UST,BTC,BREAK
USTBUSD,UST,BUSD,BREAK
USTUSDT,UST,USDT,BREAK
JOEBTC,JOE,BTC,TRADING
JOEBUSD,JOE,BUSD,BREAK
JOEUSDT,JOE,USDT,TRADING
ATOMETH,ATOM,ETH,TRADING
DUSKBUSD,DUSK,BUSD,BREAK
EGLDETH,EGLD,ETH,TRADING
ICPETH,ICP,ETH,TRADING
LUNABRL,LUNA,BRL,BREAK
LUNAUST,LUNA,UST,BREAK
NEARETH,NEAR,ETH,TRADING
ROSEBNB,ROSE,BNB,BREAK
VOXELETH,VOXEL,ETH,BREAK
ALICEBNB,ALICE,BNB,BREAK
ATOMTRY,ATOM,TRY,TRADING
ETHUST,ETH,UST,BREAK
GALAAUD,GALA,AUD,BREAK
LRCBNB,LRC,BNB,BREAK
ONEETH,ONE,ETH,BREAK
OOKIBNB,OOKI,BNB,BREAK
ACHBTC,ACH,BTC,TRADING
ACHBUSD,ACH,BUSD,BREAK
ACHUSDT,ACH,USDT,TRADING
IMXBTC,IMX,BTC,TRADING
IMXBUSD,IMX,BUSD,BREAK
IMXUSDT,IMX,USDT,TRADING
GLMRBTC,GLMR,BTC,TRADING
GLMRBUSD,GLMR,BUSD,BREAK
GLMRUSDT,GLMR,USDT,TRADING
ATOMBIDR,ATOM,BIDR,BREAK
DYDXETH,DYDX,ETH,BREAK
FARMETH,FARM,ETH,BREAK
FORBNB,FOR,BNB,BREAK
ICPTRY,ICP,TRY,TRADING
JASMYETH,JASMY,ETH,BREAK
LINABNB,LINA,BNB,BREAK
OOKIETH,OOKI,ETH,BREAK
ROSEETH,ROSE,ETH,TRADING
UMABUSD,UMA,BUSD,BREAK
UNIETH,UNI,ETH,TRADING
XTZETH,XTZ,ETH,BREAK
LOKABTC,LOKA,BTC,TRADING
LOKABNB,LOKA,BNB,BREAK
LOKABUSD,LOKA,BUSD,BREAK
LOKAUSDT,LOKA,USDT,TRADING
ATOMBRL,ATOM,BRL,BREAK
BNBUST,BNB,UST,BREAK
CRVETH,CRV,ETH,BREAK
HIGHBNB,HIGH,BNB,BREAK
NEARRUB,NEAR,RUB,BREAK
ROSETRY,ROSE,TRY,TRADING
SCRTUSDT,SCRT,USDT,TRADING
API3BTC,API3,BTC,TRADING
API3BUSD,API3,BUSD,BREAK
API3USDT,API3,USDT,TRADING
BTTCUSDT,BTTC,USDT,TRADING
BTTCUSDC,BTTC,USDC,BREAK
BTTCTRY,BTTC,TRY,TRADING
ACABTC,ACA,BTC,TRADING
ACABUSD,ACA,BUSD,BREAK
ACAUSDT,ACA,USDT,TRADING
ANCBTC,ANC,BTC,BREAK
ANCBUSD,ANC,BUSD,BREAK
ANCUSDT,ANC,USDT,BREAK
BDOTDOT,BDOT,DOT,BREAK
XNOBTC,XNO,BTC,TRADING
XNOETH,XNO,ETH,BREAK
XNOBUSD,XNO,BUSD,BREAK
XNOUSDT,XNO,USDT,TRADING
COSTRY,COS,TRY,TRADING
KAVAETH,KAVA,ETH,BREAK
MCBNB,MC,BNB,BREAK
ONETRY,ONE,TRY,TRADING
WOOBTC,WOO,BTC,TRADING
WOOBNB,WOO,BNB,BREAK
WOOBUSD,WOO,BUSD,BREAK
WOOUSDT,WOO,USDT,TRADING
CELRETH,CELR,ETH,BREAK
PEOPLEBNB,PEOPLE,BNB,BREAK
SLPBNB,SLP,BNB,BREAK
SPELLBNB,SPELL,BNB,BREAK
SPELLTRY,SPELL,TRY,TRADING
TFUELBUSD,TFUEL,BUSD,BREAK
AXSTRY,AXS,TRY,TRADING
DARTRY,DAR,TRY,TRADING
NEARTRY,NEAR,TRY,TRADING
IDEXBNB,IDEX,BNB,BREAK
ALPINEEUR,ALPINE,EUR,BREAK
ALPINETRY,ALPINE,TRY,TRADING
ALPINEUSDT,ALPINE,USDT,TRADING
ALPINEBTC,ALPINE,BTC,BREAK
TUSDT,T,USDT,TRADING
TBUSD,T,BUSD,BREAK
API3BNB,API3,BNB,BREAK
BETAETH,BETA,ETH,BREAK
INJTRY,INJ,TRY,TRADING
TLMBNB,TLM,BNB,BREAK
ASTRBUSD,ASTR,BUSD,BREAK
ASTRUSDT,ASTR,USDT,TRADING
API3TRY,API3,TRY,TRADING
GLMRBNB,GLMR,BNB,BREAK
MBOXTRY,MBOX,TRY,TRADING
GMTBTC,GMT,BTC,TRADING
GMTBNB,GMT,BNB,BREAK
GMTBUSD,GMT,BUSD,BREAK
GMTUSDT,GMT,USDT,TRADING
ANCBNB,ANC,BNB,BREAK
ATOMEUR,ATOM,EUR,TRADING
GALAEUR,GALA,EUR,TRADING
KSMETH,KSM,ETH,BREAK
UMATRY,UMA,TRY,TRADING
KDABTC,KDA,BTC,TRADING
KDABUSD,KDA,BUSD,BREAK
KDAUSDT,KDA,USDT,TRADING
APEUSDT,APE,USDT,TRADING
